Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2760.711379
NCW29,OUT035,1919.348666
FDO11,OUT013,4132.403941
NCM31,OUT049,2332.820305
FDV35,OUT019,353.1247938
FDF58,OUT017,791.929761
NCE43,OUT049,2779.938337
FDA02,OUT035,2368.636341
DRL37,OUT010,5.26768797
FDR24,OUT018,1215.987012
FDW59,OUT049,1372.044511
FDS22,OUT049,693.1288564
FDW24,OUT017,745.0180211
FDU24,OUT035,1584.752694
FDA21,OUT027,4978.929605
FDH58,OUT027,2944.652792
FDW36,OUT018,1415.351946
FDI45,OUT027,4616.236573
FDU01,OUT018,2577.691206
FDF35,OUT027,2750.720779
FDU43,OUT019,595.6300398
FDE24,OUT019,301.8974998
FDK50,OUT049,2562.870929
FDG31,OUT045,769.7111703
FDC60,OUT045,1485.648043
FDL36,OUT013,1347.687652
FDP21,OUT013,3026.023524
FDW16,OUT045,1341.816326
FDX02,OUT017,3910.683948
FDQ58,OUT027,3967.386393
FDT51,OUT046,1708.932594
FDD59,OUT049,1393.231942
NCM42,OUT018,1512.983896
FDA57,OUT018,489.8239459
FDZ48,OUT035,1725.319929
FDE46,OUT045,2374.079342
NCZ30,OUT019,288.3111069
FDB56,OUT017,3068.005541
FDA25,OUT027,2696.39974
FDD20,OUT013,1842.371213
FDL25,OUT013,1468.065374
NCO18,OUT049,2912.234484
FDJ45,OUT017,612.5871242
FDR12,OUT035,2823.04618
NCF19,OUT010,67.1530989
FDK25,OUT046,2716.715841
NCR17,OUT046,1777.783215
FDC52,OUT046,2448.952052
NCA54,OUT017,2983.510082
FDR45,OUT010,566.4316787
NCM19,OUT049,1783.749763
FDF39,OUT027,6139.858668
FDX23,OUT049,1558.58492
FDD58,OUT027,2609.362487
FDX28,OUT013,1628.046621
NCD31,OUT013,2574.869645
FDU57,OUT018,2186.146267
FDI27,OUT046,715.9850411
NCM42,OUT046,1712.262413
FDD32,OUT027,2403.615424
FDI34,OUT013,3846.964028
NCM29,OUT049,1873.903833
FDG46,OUT018,1558.534481
DRC01,OUT010,34.60314624
FDB15,OUT027,6089.408891
NCA17,OUT027,3910.499208
FDF10,OUT046,2378.371729
FDR26,OUT027,4838.955463
FDI02,OUT049,1729.322561
NCM54,OUT010,274.6460835
FDF14,OUT013,2399.920588
FDJ33,OUT010,305.1392607
FDM20,OUT035,4052.036933
FDC03,OUT027,5030.562114
NCX05,OUT046,1768.116353
NCM41,OUT027,2459.92554
NCU29,OUT010,333.9552827
FDQ59,OUT017,1430.778144
FDH46,OUT010,260.2682399
FDH09,OUT013,723.9731148
NCD06,OUT045,694.242223
FDC15,OUT035,2430.486246
DRD37,OUT027,1240.149211
FDT28,OUT027,3868.516069
FDR28,OUT027,4196.033495
FDT38,OUT017,1324.69644
FDV34,OUT027,2384.493469
FDY52,OUT035,867.1006905
FDB34,OUT013,1363.626983
DRL23,OUT018,1352.080056
DRB24,OUT046,2441.107124
FDJ50,OUT046,777.8972153
FDQ49,OUT035,2511.127156
FDP20,OUT035,1861.208236
FDV19,OUT027,4071.695286
NCR54,OUT045,2919.33054
FDO09,OUT010,620.4775652
FDS57,OUT018,2054.629724
FDN10,OUT049,1822.884729
FDV23,OUT049,1889.806163
FDY28,OUT049,3801.684471
DRG51,OUT013,2545.698174
FDD45,OUT019,202.4840623
NCL18,OUT027,5023.324218
NCM29,OUT013,1876.74702
FDF17,OUT027,5041.598936
FDE22,OUT017,2547.856689
FDQ22,OUT017,603.1698928
FDS01,OUT013,2933.204453
FDW35,OUT027,1170.672103
FDJ33,OUT046,1950.347676
NCF54,OUT035,2831.096759
FDE09,OUT013,1659.521488
NCE06,OUT045,2490.53777
DRH49,OUT049,1304.818452
FDY43,OUT045,2659.426525
NCT05,OUT017,4178.040463
FDZ34,OUT045,3020.333113
FDL38,OUT017,1394.943494
FDZ31,OUT017,3044.806038
FDR14,OUT035,800.9827456
NCN54,OUT049,1348.973884
NCC42,OUT027,3652.010234
FDK08,OUT017,1589.922159
FDP59,OUT013,1493.266125
FDV22,OUT035,2536.56798
FDD33,OUT035,3967.88541
DRE60,OUT027,5972.839951
FDK52,OUT046,3770.595837
FDA02,OUT017,2347.162345
FDM56,OUT049,1644.79951
FDE57,OUT035,2343.257139
FDM32,OUT045,1314.1579
NCQ30,OUT027,2979.570818
FDQ27,OUT027,2679.530719
FDT60,OUT027,3062.828244
FDU43,OUT049,3949.486461
NCO55,OUT035,1651.695272
FDG02,OUT045,2952.0763
FDJ28,OUT013,3064.867458
FDP40,OUT045,1733.745339
FDJ38,OUT045,2984.751808
NCC54,OUT017,3961.136344
NCZ41,OUT046,1828.334613
FDK38,OUT019,299.0271571
FDU52,OUT013,2423.291988
FDC40,OUT046,1334.7279
NCR30,OUT017,1316.766988
NCN18,OUT017,1765.622929
FDB50,OUT035,1379.288058
FDG04,OUT013,3042.930738
FDR26,OUT035,2810.489624
NCT17,OUT018,2683.966092
FDX35,OUT027,5663.662178
FDS12,OUT046,1917.961507
NCZ29,OUT027,3048.273908
FDB38,OUT010,342.9585747
FDP12,OUT013,603.0654499
FDP22,OUT046,745.3872503
FDS26,OUT018,3424.947185
FDR52,OUT046,3047.347748
DRJ13,OUT046,2548.5594
FDU48,OUT027,3109.524423
FDE29,OUT035,836.0402173
NCT29,OUT049,1838.527859
DRK37,OUT018,2728.755182
FDK55,OUT046,1340.110546
FDR07,OUT046,1348.7557
FDO21,OUT027,5839.177593
FDK46,OUT049,4056.093854
FDB12,OUT045,1574.249045
FDT31,OUT027,5026.696986
FDJ33,OUT045,1898.772488
FDC26,OUT027,2798.994638
NCQ02,OUT045,3003.359143
FDP08,OUT010,447.9102545
FDB11,OUT027,5690.127788
FDV55,OUT013,2299.97948
FDW20,OUT049,1750.670525
NCJ18,OUT019,285.0171405
FDC41,OUT018,1195.421548
FDE14,OUT027,2661.058112
FDG35,OUT013,2540.62663
FDF45,OUT035,811.722562
FDS19,OUT027,2395.503146
FDS58,OUT019,353.8479041
FDA26,OUT017,3895.065526
FDM32,OUT049,1337.788759
FDL45,OUT046,1877.69148
FDZ55,OUT049,2508.496992
FDY37,OUT049,2264.221003
FDO46,OUT046,3021.077506
FDQ60,OUT046,1884.235014
FDA19,OUT018,1704.076783
FDL15,OUT046,2371.812449
FDM10,OUT018,3091.11072
NCL05,OUT017,614.9463958
DRK49,OUT010,19.82355478
NCE18,OUT027,6130.582863
FDG40,OUT049,622.675429
DRI59,OUT045,3721.546397
FDK28,OUT035,4179.1509
NCD06,OUT019,60.91882527
FDO11,OUT019,622.167887
FDK27,OUT046,1817.261822
FDT43,OUT027,1361.843362
FDD38,OUT018,1326.077219
FDA16,OUT049,3850.490406
FDL14,OUT027,3932.870618
NCM17,OUT049,699.1832474
FDD20,OUT045,1791.379559
FDA40,OUT045,1354.558391
FDL43,OUT045,1335.704941
FDV15,OUT045,1551.103576
FDE52,OUT046,1420.709813
NCL17,OUT010,341.8180168
NCJ31,OUT045,3668.688416
FDR60,OUT045,1308.276953
NCA18,OUT035,1864.887819
FDS21,OUT027,1471.490372
FDW09,OUT035,1414.041925
FDL26,OUT035,2460.317664
FDS47,OUT018,1233.168013
FDC39,OUT046,3707.449942
FDT51,OUT035,1764.927501
FDK40,OUT035,4204.117999
NCG19,OUT045,3627.434087
FDZ07,OUT046,777.503004
FDF08,OUT027,2466.189349
FDO04,OUT013,710.2990062
FDK41,OUT018,1217.170426
FDP15,OUT049,4149.707016
NCD43,OUT018,1424.479343
NCP18,OUT013,2377.678871
FDZ51,OUT046,1467.942538
DRH13,OUT035,1700.540375
FDF38,OUT045,612.4066879
NCI43,OUT045,712.4071044
FDM38,OUT027,1417.655645
FDS03,OUT013,774.4079475
DRJ47,OUT017,2768.15455
FDT50,OUT010,249.5163778
FDV02,OUT046,2722.989831
NCG18,OUT017,1603.37483
FDW52,OUT046,2541.511097
FDS40,OUT035,624.4723941
FDN31,OUT017,3067.55502
FDA37,OUT045,1857.152712
FDA15,OUT046,4074.329252
FDL39,OUT046,2963.725918
FDJ53,OUT045,1776.590718
FDX22,OUT013,3676.280168
NCZ42,OUT045,3748.404923
FDD56,OUT027,4687.695118
FDD40,OUT017,3015.8631
FDS50,OUT013,3745.443853
NCN14,OUT013,2970.43069
FDT15,OUT013,3049.414434
NCS18,OUT027,2726.018001
NCO26,OUT010,321.3285477
FDF58,OUT018,655.6909531
NCB19,OUT013,1462.1455
FDH26,OUT017,2238.825756
DRB24,OUT027,3968.969472
FDA49,OUT018,1177.447581
FDB32,OUT045,1367.533776
FDI36,OUT017,3140.748579
NCA17,OUT010,281.9134205
FDH22,OUT013,1924.570312
NCM26,OUT018,2138.033036
FDT15,OUT027,4966.582637
FDB16,OUT018,1250.636874
NCP54,OUT027,3022.062085
FDJ36,OUT013,1553.080662
FDO28,OUT045,1812.536514
FDU09,OUT013,776.7595635
FDF29,OUT017,1865.034113
FDY08,OUT013,2276.176545
DRJ59,OUT018,473.2182039
FDT23,OUT027,2403.042877
FDU15,OUT018,451.4274109
FDT47,OUT013,1583.805425
FDI53,OUT019,356.9132055
FDR59,OUT018,3362.174284
FDD53,OUT035,631.9342943
FDY51,OUT017,3889.557662
FDT04,OUT049,623.5933381
FDU51,OUT049,2804.021553
FDG14,OUT035,2513.777896
NCU06,OUT045,3675.790661
DRG25,OUT046,3075.571968
DRH49,OUT035,1335.946587
FDN15,OUT035,2277.911946
FDL43,OUT018,1196.856166
NCT18,OUT049,3050.16569
NCB31,OUT013,3925.412651
FDK57,OUT035,1868.757457
FDY04,OUT019,346.3567293
NCP54,OUT046,1818.801731
FDF41,OUT013,3942.347417
FDM01,OUT045,1612.411921
FDW03,OUT045,1634.54384
FDF28,OUT045,1789.199554
FDY37,OUT017,2254.762248
FDQ03,OUT017,4001.813902
FDP51,OUT027,2967.648387
FDJ40,OUT017,1688.004537
FDC32,OUT049,1401.703521
DRI49,OUT027,2409.861286
NCW54,OUT017,824.0736
FDF09,OUT017,636.4513579
FDP45,OUT018,3321.559917
DRJ23,OUT018,2586.882134
FDS59,OUT017,1719.237832
FDY08,OUT046,2289.400484
FDX16,OUT049,2340.694506
FDY16,OUT018,2597.81777
FDK32,OUT035,2482.866281
FDQ22,OUT013,585.172946
NCC31,OUT018,2215.799603
FDG58,OUT049,2517.876796
DRF48,OUT013,3101.967741
DRH36,OUT049,1305.690319
NCR30,OUT035,1358.545022
FDB03,OUT019,598.8307902
FDZ28,OUT027,3073.865257
FDR35,OUT017,3106.405088
DRD15,OUT027,5959.702017
FDJ33,OUT019,287.1194364
FDA56,OUT010,280.2868762
FDP56,OUT046,741.5382348
NCT30,OUT046,743.1836979
FDK15,OUT017,1544.433304
FDH44,OUT018,2067.42545
FDV01,OUT013,2361.05715
DRG03,OUT017,2396.207456
FDG50,OUT027,2459.216413
FDR16,OUT010,528.3224849
FDZ60,OUT046,1555.046479
DRG03,OUT045,2342.312416
FDS56,OUT018,3366.302413
FDU33,OUT045,704.0250452
DRD27,OUT035,1512.318499
FDW22,OUT046,3731.728837
DRA24,OUT045,2461.464863
FDF38,OUT049,651.5707555
FDX48,OUT013,2381.978307
FDS58,OUT018,2283.585248
FDC32,OUT046,1389.257998
NCQ29,OUT045,3915.804349
DRK39,OUT018,1248.541231
NCS38,OUT017,1822.408971
DRO47,OUT013,1726.024545
DRG27,OUT027,1168.232374
FDC57,OUT027,5064.382759
FDS55,OUT046,2377.797549
NCJ06,OUT018,1554.913332
FDO01,OUT019,254.4928373
NCM55,OUT045,2928.626039
FDC52,OUT049,2481.151886
FDQ15,OUT045,1295.412014
NCT30,OUT027,1314.648034
NCR42,OUT027,1128.6774
FDD28,OUT035,815.5939901
FDQ34,OUT049,1652.752144
FDZ12,OUT027,3680.564132
DRE13,OUT019,169.921665
NCN07,OUT019,275.521385
FDM28,OUT035,3026.205676
FDI10,OUT017,2836.131844
FDQ25,OUT013,2725.22551
FDA38,OUT010,602.8814162
DRI13,OUT049,3956.811782
FDY20,OUT027,2465.002121
NCZ53,OUT035,3113.697318
NCM31,OUT013,2341.306386
DRB01,OUT017,3083.726387
DRF37,OUT046,4179.800352
NCF42,OUT049,2842.475876
FDF16,OUT018,2179.866566
FDB41,OUT013,677.5211555
FDR34,OUT013,3827.048359
FDR15,OUT018,2175.846428
NCV42,OUT019,279.3567407
FDW51,OUT035,3890.316452
FDU36,OUT017,1553.595022
FDX60,OUT049,1327.302967
FDY03,OUT035,1783.647951
FDW55,OUT045,3989.047065
FDT01,OUT010,549.6900947
FDG58,OUT013,2473.444413
FDK21,OUT017,4024.442714
NCS41,OUT019,476.9803805
FDS10,OUT045,2860.10932
NCT53,OUT046,2600.513924
FDJ28,OUT018,2692.350315
FDX44,OUT045,1387.373798
FDT20,OUT018,471.8812287
FDO44,OUT017,1687.660502
NCX17,OUT049,3652.665032
FDY01,OUT017,1796.212094
FDJ12,OUT027,5807.296179
DRK35,OUT018,501.0521133
FDD47,OUT019,414.5421629
NCM53,OUT035,1603.078055
FDO45,OUT013,1398.846135
NCM42,OUT010,274.8895811
FDE04,OUT046,2852.775586
NCI30,OUT027,6082.549829
FDZ19,OUT013,2776.18451
FDW57,OUT013,2883.807299
FDA25,OUT013,1533.093981
FDT22,OUT046,813.2305986
FDP51,OUT013,1774.591537
FDD48,OUT027,2944.564386
FDY39,OUT035,3124.088901
FDO48,OUT010,547.1046059
FDD23,OUT027,4983.121012
DRN35,OUT027,1146.511504
FDT01,OUT035,3872.873807
FDC20,OUT010,88.8009838
DRJ35,OUT035,830.3154189
FDB32,OUT046,1387.429927
FDL24,OUT046,2809.82751
NCV42,OUT035,1864.805521
FDZ46,OUT046,1737.907995
FDC15,OUT013,2357.667507
FDD08,OUT019,10.41989537
FDY50,OUT049,1481.113512
FDD36,OUT013,1767.493914
FDG57,OUT027,1349.586781
FDL21,OUT018,479.0264461
FDN16,OUT027,2673.206349
FDJ09,OUT027,1267.81388
FDS01,OUT010,453.2274455
FDV33,OUT017,4042.097877
DRE12,OUT017,1803.11612
FDR07,OUT013,1336.008916
FDP48,OUT010,476.2290502
NCB55,OUT035,806.0190708
FDQ08,OUT013,725.2828305
FDR34,OUT035,3994.254706
FDO33,OUT046,1741.264085
FDP13,OUT045,629.1062235
FDX12,OUT049,4019.600879
NCT06,OUT049,2620.186392
FDR16,OUT019,539.0104505
FDE36,OUT046,2667.787421
FDZ36,OUT049,3160.191279
FDV13,OUT045,1335.330213
NCZ17,OUT035,640.0604929
FDU56,OUT045,2897.491534
FDM09,OUT035,2881.377482
FDV02,OUT017,2759.872143
FDS34,OUT018,1493.932724
FDA11,OUT049,1506.303559
FDP09,OUT017,3720.486737
FDB29,OUT027,2946.481917
FDT19,OUT017,2819.853059
DRH15,OUT017,672.7751799
FDY38,OUT046,3841.979423
FDF14,OUT027,3916.625365
FDN48,OUT010,145.6031354
FDQ12,OUT013,3937.808453
NCJ43,OUT045,2733.772672
FDE17,OUT019,305.7177106
FDB05,OUT035,4188.638706
FDH10,OUT045,2615.519666
NCR06,OUT017,652.6751207
FDU32,OUT018,1628.06434
FDD56,OUT049,2804.527337
FDO36,OUT018,2584.556224
FDH16,OUT010,148.4432231
FDX10,OUT018,504.7312332
FDZ37,OUT017,1436.92487
FDU31,OUT010,549.3551035
DRC49,OUT049,2327.931748
FDL15,OUT045,2331.555341
FDN32,OUT019,461.6301576
DRH59,OUT027,2345.370466
NCU29,OUT049,2390.930858
FDR37,OUT019,585.1452867
FDS14,OUT018,2199.411398
FDU02,OUT027,5905.928017
FDJ08,OUT035,3068.094913
NCZ06,OUT045,3800.023133
FDO31,OUT049,1425.286006
FDH31,OUT018,1350.69471
FDS58,OUT017,2560.041981
NCA53,OUT027,1336.542752
FDF50,OUT046,2989.134773
NCW42,OUT049,3748.785414
NCQ17,OUT045,2420.271512
FDK51,OUT018,3387.454394
NCW41,OUT010,294.0996029
NCR29,OUT017,793.3592302
FDB08,OUT019,318.1418922
FDA40,OUT027,2433.048996
FDL14,OUT018,2207.987922
FDB47,OUT046,3709.197705
FDO03,OUT035,4012.604577
DRK13,OUT019,564.4852632
FDX13,OUT010,629.8721014
FDF52,OUT046,2999.640163
FDT11,OUT013,3076.374057
FDB08,OUT013,2484.939381
FDQ28,OUT018,2161.838602
FDD29,OUT045,3975.146458
NCQ29,OUT027,6124.305028
NCO02,OUT013,737.6290664
FDR56,OUT010,426.5941643
NCM54,OUT049,1888.973998
FDP51,OUT035,1828.566874
FDT38,OUT013,1301.319603
FDZ20,OUT018,3435.271955
FDJ53,OUT013,1802.512292
FDX13,OUT049,4180.386206
FDP58,OUT035,3826.361246
NCK31,OUT019,84.0157203
FDA35,OUT018,1595.20844
FDV37,OUT018,2648.312756
NCO07,OUT027,5704.258568
FDA20,OUT045,2930.332153
FDZ59,OUT035,2739.144198
NCY17,OUT017,638.3270921
FDQ28,OUT035,2471.958698
FDV35,OUT017,2411.534925
FDQ36,OUT013,601.1027263
FDD34,OUT018,2310.150114
FDK51,OUT045,3935.696145
FDV31,OUT035,2858.215959
FDR04,OUT035,1564.988021
FDR14,OUT049,798.3392805
DRC36,OUT010,432.4278905
FDE39,OUT019,261.9701415
FDP57,OUT049,1603.42834
FDE57,OUT046,2288.166362
NCN18,OUT046,1768.210381
NCQ05,OUT018,2170.861891
FDW47,OUT035,1882.638324
FDV46,OUT035,2292.357689
NCP29,OUT045,800.9169108
FDE09,OUT018,1489.29586
NCU06,OUT027,5906.069527
FDT19,OUT010,471.5477852
DRF15,OUT017,2369.083429
DRI51,OUT013,2637.851189
NCX54,OUT013,1635.217168
DRE01,OUT013,4024.561924
NCB07,OUT045,2897.544446
FDU50,OUT035,1880.640478
FDG40,OUT035,617.3182621
FDW10,OUT018,2360.160364
FDX51,OUT013,3039.650585
NCP17,OUT045,736.3095673
FDP21,OUT035,3101.047052
FDL04,OUT045,1527.311661
FDV23,OUT013,1845.422111
FDF24,OUT046,1318.830223
FDH56,OUT027,2927.602433
FDB51,OUT049,859.1991326
FDI58,OUT027,2541.286815
FDR20,OUT013,650.9255301
FDC51,OUT018,1596.173358
FDB16,OUT027,2419.630306
FDE40,OUT049,794.3327568
NCM17,OUT035,696.5264901
FDU56,OUT035,3034.37441
FDS32,OUT019,301.0638457
FDX02,OUT049,3849.122495
FDT39,OUT027,3955.56249
FDE35,OUT017,834.0427302
NCI42,OUT019,517.6691086
DRL23,OUT046,1564.160069
FDA10,OUT046,1818.234833
FDA11,OUT013,1492.591298
NCM06,OUT046,2452.196789
NCT05,OUT035,4213.973008
NCQ02,OUT010,506.4729279
NCY06,OUT049,1901.117855
FDY56,OUT035,3964.078039
FDL02,OUT035,1595.959667
NCI06,OUT035,2990.363699
FDQ14,OUT045,2361.562492
FDQ12,OUT017,3984.186357
FDP36,OUT046,722.2652176
FDK21,OUT027,6266.786085
FDO40,OUT045,2278.283486
NCK54,OUT019,286.683848
FDY09,OUT018,2488.852852
NCW30,OUT049,3995.595402
NCC55,OUT027,1135.670408
FDE58,OUT018,1565.00058
FDR39,OUT013,2922.791171
FDU28,OUT049,2997.415566
FDH08,OUT017,3924.040058
FDG35,OUT045,2506.357498
FDG22,OUT049,643.2194439
FDC34,OUT035,2499.871157
FDP15,OUT018,3426.364205
FDK34,OUT010,564.4767264
FDU45,OUT035,1854.953771
FDQ04,OUT027,1170.274506
FDX22,OUT018,3094.343928
FDB45,OUT017,1456.003759
NCH43,OUT027,5712.670005
DRE60,OUT046,3868.059054
FDD17,OUT027,6021.513268
NCM54,OUT017,1882.072714
NCH55,OUT013,1860.076643
NCT06,OUT017,2584.570554
FDA48,OUT027,5776.418198
FDY58,OUT027,5906.350594
FDO25,OUT045,3659.711034
FDN50,OUT045,1401.627914
FDH35,OUT035,2651.669166
FDK09,OUT045,3722.889923
FDO16,OUT013,1443.699977
FDW11,OUT045,799.1322531
FDU47,OUT027,3687.13772
NCQ42,OUT010,269.4353827
FDK55,OUT027,2430.050129
FDN08,OUT049,1863.311312
FDT57,OUT045,3758.112362
FDJ12,OUT018,3272.206629
DRL59,OUT017,741.7028727
NCN53,OUT046,672.9515895
FDO51,OUT010,14.6265067
FDK56,OUT017,3057.894967
FDY12,OUT035,795.132749
FDU15,OUT035,647.8281927
FDQ19,OUT046,3852.029667
DRF15,OUT045,2325.065356
DRE25,OUT019,190.4251393
FDK57,OUT018,1584.874986
FDD33,OUT010,604.3409972
FDR34,OUT027,5965.022892
FDU04,OUT045,1819.877128
FDE35,OUT019,130.2743703
NCD31,OUT035,2690.504499
FDJ56,OUT035,1589.798344
NCU53,OUT046,2590.184405
FDD39,OUT035,3894.732866
NCU17,OUT019,230.5438015
FDJ20,OUT046,1794.974923
NCW41,OUT018,2160.155647
FDL52,OUT035,678.2604292
FDS39,OUT035,2359.408723
DRJ47,OUT045,2706.064502
FDP13,OUT010,7.56630888
DRK39,OUT010,142.765594
FDF28,OUT010,235.5083169
FDB09,OUT045,1810.040097
FDM51,OUT046,1545.573034
DRM49,OUT018,601.6901486
DRF23,OUT013,2847.423637
DRH01,OUT035,2795.415842
FDH12,OUT027,2728.069041
FDA28,OUT019,254.8848567
FDW37,OUT018,1202.275786
FDF02,OUT046,1563.607965
DRL37,OUT046,633.1656476
NCF43,OUT046,2314.28233
FDH08,OUT010,564.94046
FDR34,OUT019,549.688299
NCK19,OUT049,3129.229952
NCD55,OUT018,494.6302198
FDT27,OUT049,3973.580356
FDQ57,OUT045,2335.344954
FDA47,OUT035,2633.28085
DRG15,OUT027,1441.48924
FDE05,OUT018,2103.672732
FDN46,OUT046,1676.837621
FDX27,OUT027,2478.661063
FDT51,OUT045,1665.599291
FDU33,OUT013,666.3468205
FDJ16,OUT027,1442.511524
FDD20,OUT019,263.0451279
FDT36,OUT049,646.1135332
DRF15,OUT027,3915.34607
FDN52,OUT010,149.2159809
FDC22,OUT027,5031.491058
FDX15,OUT045,2428.12075
FDT13,OUT013,2981.418328
FDU04,OUT017,1858.80639
FDU31,OUT019,533.1665623
FDW59,OUT027,2422.891627
NCO29,OUT046,2589.566998
FDL15,OUT035,2446.540332
FDI41,OUT049,2345.653426
FDQ48,OUT049,1521.601899
DRI39,OUT013,695.1701694
FDI08,OUT013,4111.642348
FDC21,OUT049,1687.012669
FDF58,OUT035,832.5931598
FDS08,OUT010,437.4775072
FDE47,OUT045,1796.205762
NCP18,OUT019,340.5522402
NCR41,OUT013,1442.699273
FDA27,OUT013,4026.275922
FDA43,OUT035,3081.937759
FDA49,OUT045,1314.658383
NCE55,OUT018,2560.635561
DRM49,OUT027,1320.750226
FDF22,OUT027,5702.162735
FDQ15,OUT018,1139.254745
NCS54,OUT017,2851.415194
NCY05,OUT013,585.1136793
FDR45,OUT046,3844.036248
FDK57,OUT049,1864.416427
FDF41,OUT010,629.5510164
FDV21,OUT046,1896.999938
FDD51,OUT046,691.157621
FDF33,OUT046,1864.570463
FDA38,OUT046,3877.433875
FDR56,OUT045,2944.397304
NCN41,OUT017,1791.999863
FDC60,OUT027,2469.358322
FDB47,OUT045,3606.090042
DRH01,OUT013,2748.179672
FDW08,OUT046,1622.277605
FDF38,OUT027,1163.707504
FDY32,OUT017,2562.887755
FDG34,OUT049,1718.010662
FDG47,OUT019,618.539373
NCF18,OUT035,3051.201857
FDL39,OUT019,513.8963653
NCH55,OUT035,1928.040488
DRJ35,OUT049,803.8871061
FDS44,OUT035,3984.511172
DRE01,OUT018,3469.683467
FDY39,OUT013,3045.53147
FDY32,OUT018,2302.360758
FDR33,OUT027,2832.186203
NCP50,OUT049,1324.769152
FDZ47,OUT018,1278.977067
FDU57,OUT049,2515.636747
FDY44,OUT013,3034.174745
DRH59,OUT018,1192.532711
FDB03,OUT027,5978.454387
FDY46,OUT045,2907.404609
FDM39,OUT045,2803.222652
FDY36,OUT035,1380.243412
NCM55,OUT035,3089.177191
FDJ50,OUT010,78.699204
DRL60,OUT013,2423.477614
NCJ54,OUT049,3905.996677
FDX59,OUT017,631.1789026
FDI07,OUT013,3063.336085
DRF51,OUT010,3.48285269
FDM14,OUT017,1669.425272
FDP21,OUT045,2985.198138
FDE40,OUT035,801.9512375
FDE05,OUT035,2428.555873
FDM13,OUT027,3128.454849
FDC34,OUT027,3946.331874
NCI55,OUT018,1609.67532
NCE43,OUT018,2468.022941
FDW58,OUT018,1386.14781
FDG60,OUT045,3731.777659
FDV31,OUT017,2848.273686
FDR47,OUT013,2952.679031
FDM60,OUT019,0.56140342
NCF06,OUT018,3300.694173
NCN26,OUT027,2946.154573
FDQ59,OUT049,1433.552615
FDF09,OUT046,652.8334897
NCS06,OUT017,3982.138669
FDT44,OUT046,1770.067013
FDI19,OUT017,4020.019754
FDT22,OUT017,797.5762828
NCF54,OUT027,4565.842491
DRG25,OUT045,2981.294226
FDB59,OUT017,3009.684301
FDQ37,OUT017,3094.60908
FDP56,OUT035,758.7124528
FDW44,OUT035,2846.334215
FDJ26,OUT010,555.6399342
FDU43,OUT018,3254.763493
FDW33,OUT045,1599.144052
NCX53,OUT027,3768.97525
FDN56,OUT010,347.2186525
DRF15,OUT049,2387.283907
FDO33,OUT017,1788.587154
FDZ39,OUT010,184.7886753
NCJ19,OUT017,744.7208457
FDU01,OUT035,3087.697394
FDT12,OUT035,3989.241413
NCM18,OUT018,665.2524379
FDP19,OUT017,1866.947283
NCR42,OUT049,654.6418022
FDN10,OUT046,1825.296007
FDG44,OUT017,824.5755418
FDQ10,OUT046,2790.551098
DRH13,OUT049,1641.949925
FDT52,OUT013,3997.172997
FDM56,OUT045,1629.025443
NCO43,OUT010,261.1423516
NCV29,OUT035,2921.288024
NCF06,OUT013,3976.795714
FDO50,OUT035,1409.038967
FDT59,OUT013,3857.62004
FDX40,OUT027,1163.927462
FDE50,OUT017,3005.601279
FDX51,OUT017,3073.392136
NCD30,OUT018,1299.560801
FDK15,OUT013,1549.070959
FDL12,OUT045,751.6082767
FDK46,OUT017,4019.440408
DRH49,OUT010,100.3689419
FDQ57,OUT046,2391.810289
FDY59,OUT017,1451.509625
FDO09,OUT018,3379.752132
NCG30,OUT035,1895.528044
FDM09,OUT017,2737.215505
NCN17,OUT027,2646.30823
NCS42,OUT013,1439.221217
FDD02,OUT019,253.7375212
FDE34,OUT013,2985.283914
FDU38,OUT045,2994.341124
FDB33,OUT046,2439.429149
NCJ29,OUT017,1385.026683
FDZ27,OUT035,759.1002642
FDI40,OUT013,1536.108727
FDG22,OUT013,586.1409497
FDT51,OUT017,1709.261314
FDF20,OUT018,2661.24028
FDV50,OUT035,1864.933943
FDT02,OUT049,648.2211467
DRC49,OUT017,2343.456696
FDF26,OUT049,2465.257719
FDV52,OUT035,1799.19058
FDX59,OUT049,649.9917059
FDV25,OUT035,3943.874621
FDW23,OUT027,1173.76111
FDE53,OUT018,1429.094828
FDA19,OUT017,1930.722708
FDH22,OUT046,1961.112853
NCO41,OUT013,1490.629873
FDX12,OUT017,4054.687079
FDF17,OUT013,3050.876216
FDS11,OUT045,3726.412325
FDR51,OUT035,2507.523734
FDT49,OUT010,270.544424
FDC56,OUT013,1849.471918
FDR13,OUT027,2944.122507
FDQ60,OUT035,1931.252973
FDN38,OUT049,4132.328198
NCL29,OUT013,2505.074501
FDO13,OUT027,4175.069154
FDE26,OUT018,2105.133452
FDA31,OUT010,452.8537797
FDX14,OUT035,1368.599822
FDA34,OUT045,2779.800673
FDF26,OUT013,2417.97861
FDE38,OUT045,2576.993814
DRI11,OUT046,1793.904171
FDQ60,OUT027,2970.148497
FDL21,OUT027,1176.678818
DRC12,OUT027,5070.759959
FDC47,OUT046,3772.138091
FDE57,OUT045,2208.910664
FDT14,OUT045,1786.610408
NCZ53,OUT046,3034.220309
FDE28,OUT018,3310.246277
FDR19,OUT035,2366.854782
NCF54,OUT019,446.909692
FDZ08,OUT046,1384.777877
